Club Name,Description,Commitment Level,Categories,Image URL,Link
Stuy DECA,"Stuyvesant DECA aims to foster an environment where students can explore their interest in business, marketing, finance, and entrepreneurship.",Medium Commitment,"Academic & Professional, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/deca/4a599696",/deca
Stuy SSI,"Stuy SSI is the Stuyvesant Chapter of the Super Student Initiative, a nonprofit dedicated towards providing elementary schools tutoring and toys.",Medium Commitment,"Academic & Professional, Community Service & Volunteering","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyssi/6c49ee41",/stuyssi
StuyBio,StuyBio is a welcoming environment where members can explore biology and biology-related fields like public health and prepare for the USA Biolympiad.,Medium Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/sb/63aa962d",/sb
Stuyvesant Disease Research,We intend to research & produce publications on underrepresented diseases to raise awareness of these diseases.,Low Commitment,"Community Service & Volunteering, STEM, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/diseaseresearch/f8ee6fec",/diseaseresearch
3D Printing,This organization is about helping people make the most of the 3D printing services that Stuy offers and ensuring that 3D printing at Stuy stays free.,Low Commitment,"STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/Stuy3D/0228cc00",/Stuy3D
Stuy Kazoo,"""The goal of stuy kazoo is to kazoo. - table 2022""",Low Commitment,"Music, Public Speaking, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyKazoo/ce7aff58",/StuyKazoo
StuyHacks,StuyHacks hosts hackathons to foster the next generation of innovators and increase diversity in the computer science community.,Low Commitment,"Academic & Professional, Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyhacks/7c080dbc",/stuyhacks
Stuyvesant RTS Games Club,The RTS Games Club gathers players of all RTS games in a community where they can share their progress and further their love of these games.,Low Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/RTS/c788a959",/RTS
Stuyvesant Reform Club,The Stuyvesant Reform Club aims to educate students in political theory and encourage students to experiment with policy and civic reform.,Low Commitment,"Public Speaking, Student Support & Government, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/reform/9a36bc67",/reform
Stuyvesant Music Association,Teach interested students how to play instruments and provide a performance platform for all Stuy musicians.,Low Commitment,"Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyinstrclub/840912fb",/stuyinstrclub
Competitive Chemistry Club,The Competitive Chemistry Club helps students pursue interests in chemistry through peer support.,Low Commitment,"Academic & Professional, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/CompetitiveChemClub/5a1e0623",/CompetitiveChemClub
Stuyvesant Computer Science Outreach,Stuyvesant Computer Science Outreach is an organization focused on promoting computer science throughout all levels of communities.,Medium Commitment,"Academic & Professional, Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/csOutreach/36b83565",/csOutreach
Stuy Birdies,"Mission : 
Stuy Birdies aims to provide a judgment-free zone where badminton players of all skill levels play with other Stuy students and alumni.",Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuybirdies/221ffe60",/stuybirdies
Stuyvesant Competitive Coding Club (StuyCCC),StuyCCC's mission is to foster a community of passionate programmers and teach problem solving skills in preparation for coding competitions.,Medium Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyccc/7b048267",/stuyccc
Stuy Bricks,Stuy Bricks aims to create a space for anyone to express their interest and passions in all things LEGO.,Low Commitment,"Arts & Crafts, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuybricks/9a698b3a",/stuybricks
Stuy TTRPG Club,"In the STTRPG Club, our members will learn to one day play D&D, and other such RPGs, to alleviate after school stress.",Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/STTRPG/152eb797",/STTRPG
CCTV,CCTV (Closed-Circuit Television) is dedicated to producing high-quality video content for both Stuyvesant High School and CCTV's own films/productions,High Commitment,"Arts & Crafts, Public Speaking, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/CCTV/8ca94fd0",/CCTV
Stuyvesant Athletic Association,The Athletic Association aims to increase school spirit at Stuyvesant through sports.,Low Commitment,"Academic & Professional, Club Sports & Recreational Games, Student Support & Government","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/athletics/da2383cc",/athletics
Stuy Fiscus,Our mission is education-equality by giving back to underserved students and educating students (in and out of Stuy) about finance in a unique way.,Low Commitment,"Academic & Professional, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/fiscus/9b25405d",/fiscus
StuyPublish,StuyPublish provides lessons and tips for the writing & publishing process to those who aspire to publish a story or add publishing to their resumes.,Low Commitment,"Academic & Professional, Hobby & Special Interests, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuy-publish/f278457c",/stuy-publish
Stuyvesant History Club,The History Club provides members with an enriched understanding of history in a fun environment through weekly meetings and History Bowl competitions,Medium Commitment,Academic & Professional,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/HistoryClub/ef2e71d3",/HistoryClub
Stuyvesant Biomedical Engineering,Stuyvesant Biomedical Engineering (BME) fosters an environment for students to explore specialty areas within and gain hands-on application of BME.,Low Commitment,"Academic & Professional, Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/bme/fe7df3c4",/bme
StuyBike,"Promoting and accelerating the transition to environmentally-friendly transportation, through the hobby/sport of bicycles and cycling.",Medium Commitment,"Club Sports & Recreational Games, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyBikeClub/b26343a6",/StuyBikeClub
Antares,To promote science fiction/fantasy writing and art within the Stuyvesant community by producing one of the school's official literary magazines.,Medium Commitment,"Arts & Crafts, Hobby & Special Interests, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/antares/22276309",/antares
Stuy Crypto,"Deepening and digging into the realm of blockchain, cryptocurrency, and markets.",Low Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/crypto/9f115306",/crypto
National History Day Club,National History Day Club aims to be a resource for all students interested in NHD to develop and receive feedback on their NHD projects.,High Commitment,"Academic & Professional, Public Speaking, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/NHD/5b5075f1",/NHD
Ukrainian Aid Committee,"This organization works to collect donations , to be sent to Ukraine, through fundraisers such as bake sales, donation boxes/jars, game nights.",Low Commitment,"Academic & Professional, Community Service & Volunteering, Cultural & Religious","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/ukrainianaidcommittee/779385c9",/ukrainianaidcommittee
Stuyvesandbox Games,Engage creativity by utilizing sandbox games to study and have fun and the same time.,Low Commitment,"Club Sports & Recreational Games, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyvesandbox/30c42ef1",/stuyvesandbox
Diorama Club,The Diorama Club is a community dedicated to learning architectural styles and skills by creating depictions of real or fictional buildings.,Medium Commitment,"Arts & Crafts, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/dioramaclub/fa85cd54",/dioramaclub
Spikeball Club,"Spikeball is a fun, low commitment, competitive sport that anyone can play, indoor or outdoor.",Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/spkbll/c2d57c15",/spkbll
stuyChemEng,"StuyChemEng aims to spread interest in the chemical engineering field and its real-world applications through lessons, experiments, and guest speakers",Low Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuychemeng/37b3973d",/stuychemeng
Stuyvesant Literary Identities,Literary Identities is a welcoming club dedicated to reading queer books and discussing media through a queer lens.,Low Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/literaryidentities/19907456",/literaryidentities
Skate Club,Stuy Skate aims to spread the joy of skateboarding.,Low Commitment,"Club Sports & Recreational Games, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyskate/d1139a95",/stuyskate
StuySleep,"At StuySleep, we know most students are tired. Lets learn to sleep.",Low Commitment,"Cultural & Religious, Student Support & Government, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/sleep/e43f12bc",/sleep
Stuywomeninlaw,This organization was established to promote female representation in the legal profession and aid women in achieving recognition in a male-dominated,Medium Commitment,"Academic & Professional, Public Speaking, Student Support & Government","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuywomeninlaw/22bfddf3",/stuywomeninlaw
Stuy Music,The club will serve as a low stress environment for Stuy’s musicians to practice and receive advice from other players.,Low Commitment,"Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyMusic/17e9e67f",/StuyMusic
Stuyvesant Law Review Journal,"The Stuyvesant Law Review Journal aims to create an environment for legal scholars interested in policy, journalism, and politics.",Medium Commitment,"Academic & Professional, Student Support & Government, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuylawreview/04c7a65d",/stuylawreview
StuyPy,StuyPy is a beginner-friendly club for learning how to solve problems and innovate using Python.,Medium Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuypy/8cbcef8d",/stuypy
upstuycle,Upstuycle is for lovers of fashion and crafting who want to exercise their creativity in a sustainable way.,Low Commitment,"Arts & Crafts, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/upstuycle/e128c393",/upstuycle
Stuy Rhythm Games Club,The mission of the Stuy Rhythm Games Club is to build a friendly community of people that play or are interested in rhythm games.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/srgc/cb5b2d08",/srgc
Stuyvesant Boys Lacrosse Club,Stuyvesant Boys Lacrosse Club aims to help members improve in and grow the sport of lacrosse.,Low Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/lax/fb71709d",/lax
Stuy Houseplants & Botany,Stuy Houseplants' mission is to teach the process of growing indoor plants from seed or cutting (which we'll provide!!),Low Commitment,"Arts & Crafts, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyhouseplants/9f06ae1e",/stuyhouseplants
Youth Engineering Studio,The Youth Engineering Studio (YES) strives to immerse younger students in the world of engineering through hands-on learning opportunities.,Medium Commitment,"Academic & Professional, Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/youthengineeringstudio/16464936",/youthengineeringstudio
The Poetry Hub,"The Poetry Hub is dedicated to preserving and expanding the world of poetry through collaboration, competition, and community service.",Medium Commitment,"Arts & Crafts, Community Service & Volunteering, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/poetryhub/a212d69d",/poetryhub
Stuygi,To teach students about Fungi and Fungiculture.,Low Commitment,"STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/Mushroom/b615fed9",/Mushroom
Students Demand Action (against gun violence in America),"Stuy SDA is a chapter of the national gun violence prevention organization, Everytown for Gun Safety.",Low Commitment,"Academic & Professional, Community Service & Volunteering","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/Studentsdemandaction/74e864b5",/Studentsdemandaction
StuyAquatics,StuyAquatics is a beginner-friendly club that educates students about the joys of keeping aquatic fauna and flora!,Low Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyaquatics/1723f54a",/stuyaquatics
ARISTA - Stuyvesant Honor Society,ARISTA is Stuyvesant High School's Honor Society. The organization's members proudly serve their community through tutoring and service initiatives.,Medium Commitment,"Academic & Professional, Community Service & Volunteering","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyarista/6014f5cf",/stuyarista
Stuyvesant Cubing Club,The Stuyvesant Cubing Club's goal is to create a community within Stuyvesant for people who are interested in solving and learning about Rubik's cubes,Low Commitment,"Club Sports & Recreational Games, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyCubes/9a457daf",/StuyCubes
Stuy Student Health Research,We plan to bring forth research behind why students feel stressed because of school and provide them with resources and coping mechanisms to students,Medium Commitment,"Academic & Professional, Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/smhresearch/c0903d79",/smhresearch
Stuy Art History,"Stuy Art History aims to provide a fun, relaxed environment for students interested in art history and/or studying for the AP Art History Exam.",Low Commitment,"Arts & Crafts, Academic & Professional, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuy-art-history/db595584",/stuy-art-history
Stuyvesant Bulls,Stuyvesant Bulls teaches underclassmen a plethora of advanced investing strategies and statistics in a simple way and prepares future CFAs and CFPs.,Medium Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyvesantbulls/8e8d839d",/stuyvesantbulls
Stuy Cooks,StuyCooks seeks to develop practical cooking skills among Stuyvesant students and explore different cooking experiences.,Low Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuycooks/6c55dbaf",/stuycooks
Stuyvesant Financial Literacy Club,To teach students financial literacy and institute a wealth mindset to set them up for future financial success.,Low Commitment,"Academic & Professional, Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/SFLC/32319912",/SFLC
Stuy Crow Club,Stuy Crow Club is dedicated to building friendship among members through our collective love for reading young adult (YA) books.,Low Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuycrowclub/abadeebc",/stuycrowclub
Stuyvesant College & Research Council,"To aid enthusiastic, driven scientists in their journey to college and beyond.",Low Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuycollegeandresearch/5db6cbdf",/stuycollegeandresearch
Stuy Rocketry Club,"This beginner-friendly club is dedicated to designing, assembling, and launching rockets.",Medium Commitment,"STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyrocketry/c4498585",/stuyrocketry
"AIM: Academics, Internship, Mentorship","AIM seeks to connect its members with both professional and peer-to-peer services under its three main branches: academics, internship, and mentorship",Medium Commitment,"Academic & Professional, Student Support & Government","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/AIM/2273e60f",/AIM
Stuyvesant Climbing Club,The Stuyvesant Climbing Club will provide students with the opportunity to nurture climbing skills and have fun in a safe and supportive environment.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyclimbing/69db49a1",/stuyclimbing
The Patriots Club,The Patriots Club seeks to provide a safe environment for free speech on political discourse between people of all different beliefs and ideologies.,Medium Commitment,"Cultural & Religious, Student Support & Government, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/PatriotsClub/b8e22d90",/PatriotsClub
Stuy Martial Arts,"The Stuy Martial Arts Club aims to teach self defense techniques and allow students to practice, learn, or teach different forms of martial arts.",Medium Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyMA/8d4f0ac5",/StuyMA
StuyResearch Olympiad,StuyReol aims to provide students interested in taking the International Research Olympiad a place to gather and hone their abilties as researchers.,Low Commitment,STEM,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyReol/39b4e32c",/StuyReol
Stuynance,Stuynance’s mission is to make financial knowledge easily accessible to anyone.,Low Commitment,"Academic & Professional, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuynance/7cfbfcba",/stuynance
StuyLaw,StuyLaw provides an enriching experience for all to delve into the legal world and builds bridges between students and legal professionals.,Low Commitment,"Academic & Professional, Public Speaking, Student Support & Government","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuylaw/88455d19",/stuylaw
Cultural Food Club,"We aim to celebrate and explore a variety of cultures and nations through informative presentations, sharing of food, and fun conversations.",Low Commitment,"Cultural & Religious, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/culturalfood/8b0b63e2",/culturalfood
Stuyvesant Weightlifting Club,We seek to educate and inspire students to begin or improve their journeys in weightlifting and fitness.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuywlc/8b4d6029",/stuywlc
Stuyvesant Study Society,Our mission is to provide the opportunity for academic support to schools in underserved communities and promote better learning environments.,Low Commitment,"Academic & Professional, Community Service & Volunteering","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/sss/8cbab819",/sss
Nutriderms,Nutriderms aims to create a fun and safe space for learning about nutrition and its impact on the skin.,Medium Commitment,"STEM, Hobby & Special Interests, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/nutriderms/f5575315",/nutriderms
Stuyvesant Environmental Club,"The SEC works to promote positive environmental action in the Stuy community through recycling, gardening, upcycling, educational events, and more!",Medium Commitment,"Arts & Crafts, Community Service & Volunteering, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/SEC/cf1284e1",/SEC
Stuy Percussion,"Stuy Percussion aims to teach students percussion instruments, like the drums, as well as how to record and produce online content with them.",Low Commitment,Music,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuypercussion/a98e80af",/stuypercussion
Stuy Pickle,"Pickle n' Chill! Competitive or casual, let's have a good time. 
Here, being a good person comes before being a good athlete!",Low Commitment,"Academic & Professional, Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyPickle/02969391",/StuyPickle
Stuyvesant Handball,Stuy Girls Handball is dedicated to spread the love of this sport by introducing it to a wider audience and providing first hand experience.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuygirlshandball/b067fcf2",/stuygirlshandball
Stuy Open Mic,Stuy Open Mic strives to be a low-commitment place where everyone can share something they've been working on!,Low Commitment,"Arts & Crafts, Public Speaking, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/openmic/8a8220c5",/openmic
Stuyvesant Japanese Media Club,A chill community brought together by the shared love for Japanese media and hope to learn something new about it.,Low Commitment,"Cultural & Religious, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyjmc/19007d4a",/stuyjmc
Stuy Anesthesiology,"The Anesthesiology club aims to raise awareness on the evolution of anesthesia, its types, techniques and drugs administered, and complications!",Low Commitment,"Academic & Professional, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyanesthesiology/cc3cd71f",/stuyanesthesiology
Stuyvesant UNICEF,"Pursue a more equitable world for every child through advocacy, education, community building, and fundraising.",Medium Commitment,Community Service & Volunteering,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyunicef/d2c1e6c5",/stuyunicef
Stuy Proteomics,"Stuy Proteomics strives to foster a love for biology beyond the scope of the classroom, with a focus on 3-D protein models and biology research.",Medium Commitment,"STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyproteomics/09d45269",/stuyproteomics
Seek,"Seek aims to create a community of students dedicated to bringing environmental awareness through collaborative, engaging events and social media.",Low Commitment,"Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/seek/eb125146",/seek
Stuy Riot Games,"The Stuy Riot Games Club gathers individuals who enjoy and love various games developed by Riot Games into a community 
for all gaming enthusiasts.",Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/riot/16caf557",/riot
Stuyvesant Transit and Urbanism Association,"STUA aims to study, discuss, and educate others about public transit and urban planning.",Low Commitment,"Community Service & Volunteering, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuytransit/0088ea78",/stuytransit
Stuyvesant (FC)² FuZhou Culture and Food Club,The mission of the Fuzhou Culture and Food Cub at Stuyvesant is to celebrate and promote the rich culture and diverse culinary traditions of Fuzhou.,Low Commitment,"Cultural & Religious, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyactivitiesorgfcfc/608d0b26",/stuyactivitiesorgfcfc
Stuy Care,Stuy Care aims to promote health literacy and raise awareness of common misconceptions regarding health and healthcare.,Medium Commitment,"Academic & Professional, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuycare/9b249fc6",/stuycare
Stuyvesant Red Cross,To provide service opportunities to club members within the school and at events throughout the city.,Low Commitment,Community Service & Volunteering,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/src/5ff570e9",/src
StuyBallroom,StuyBallroom wants to spread the art of latin/ballroom dancing to fellow peers and anyone who wants a method of expressing themselves.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyBallroom/5c09a538",/StuyBallroom
Stuyvesant Youth Medical Association,This club is focused on creating opportunities for high school students at Stuyvesant to learn more about the medical field.,Low Commitment,"Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyYMA/a2072238",/StuyYMA
Stuy Animal Association,Stuy Animal Association strives to be a close-knit animal-loving community that promotes the preservation and greater appreciation of all animals.,Low Commitment,"Community Service & Volunteering, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/saa/0b0e0cf8",/saa
Stuyvesant Music Production Club,"A club for singers, producers, songwriters, and anyone else interested in making music to come together and produce original songs to be released!",Medium Commitment,Music,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/smpc/7be570d4",/smpc
Stuy K-Pop,Stuy K-Pop’s mission is to promote an interest in K-Pop within Stuyvesant and provide K-Pop fans with opportunities and exposure to dancing.,Low Commitment,"Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuy-kpop/dffa3c8a",/stuy-kpop
Stuy Anti-Domestic Violence Alliance (ADVA),Students in ADVA work to help victims of domestic abuse and increase awareness in our communities on the topics of domestic violence & homelessness.,Low Commitment,"Academic & Professional, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/adva/172f1b53",/adva
Stuy Social Lens,"The Stuy Social Lens is publication for student-written work in historical research, current events, and every social studies topic in between!",Medium Commitment,Publication,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuysociallens/4312e6ba",/stuysociallens
Stuy Computer Engineering Club (StuyCEC),StuyCEC is a club dedicated to building and programming transistor-to-transistor logic (TTL) computers.,Medium Commitment,STEM,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyCEC/787b3fcf",/StuyCEC
